PubIssueID,Title,NA Gaps,First Volume,Last Volume
sim_agricultural-systems,Agricultural Systems,,1976.0,1995.0
sim_agricultural-technologist,Agricultural Technologist,,,
sim_agricultural-water-management,Agricultural Water Management,1978; 1987; 2003; ,1976.0,2010.0
sim_agriculture,Agriculture,,1949.0,1972.0
sim_agriculture-and-environment,Agriculture and Environment,,1974.0,1982.0
sim_agriculture-and-forestry-bulletin,Agriculture and Forestry Bulletin,1975; 1976; 1977; 1978; 1979; 1980; 1981; 1982; 1983; 1984; ,1973.0,1991.0
sim_agriculture-ecosystems-environment,"Agriculture, Ecosystems & Environment",,1983.0,1997.0
sim_agriculture-equipment-international,Agriculture & Equipment International,,1985.0,2002.0
sim_agrimarketing,AgriMarketing,,1989.0,2000.0
sim_agro-ecosystems,Agro-Ecosystems,,1975.0,1982.0
sim_agroecology-and-sustainable-food-systems,Agroecology and Sustainable Food Systems,,1990.0,2005.0
sim_agroforestry-systems,Agroforestry Systems,,1989.0,1996.0
sim_agronomie,Agronomie,,1991.0,1997.0
sim_agronomy-journal,Agronomy Journal,,2003.0,2005.0
sim_ai-magazine,AI Magazine,,1985.0,2012.0
sim_ai-society,AI & Society,,1987.0,1996.0
sim_aiaa-bulletin,AIAA Bulletin,,1964.0,1975.0
sim_aiaa-student-journal,American Institute of Aeronautics and Astronautics. AIAA Student Journal,,1963.0,2003.0
sim_aida-pollution-insurance-bulletin,AIDA Pollution Insurance Bulletin,,1980.0,1980.0
sim_aids-care,AIDS Care,2009; ,1994.0,2013.0
sim_aids-education-and-prevention,AIDS Education and Prevention,,1989.0,2014.0
sim_aiha-journal,AIHA Journal,,1940.0,2003.0
sim_ainslees,Ainslee's,,1898.0,1926.0
sim_ainsworths-magazine,Ainsworth's Magazine,,1842.0,1854.0
sim_aint-i-a-woman,Ain't I a Woman?,,1970.0,1973.0
sim_air-and-space,Air and Space,,1978.0,1983.0
sim_air-and-water-pollution,Air and Water Pollution,,1958.0,1966.0
sim_air-cargo,Air Cargo,,1959.0,1971.0
sim_air-cargo-world,Air Cargo World,,1942.0,2014.0
sim_air-conditioning-heating-refrigeration-news,"Air Conditioning, Heating & Refrigeration News",,1926.0,2015.0
sim_air-cooled-news,Air Cooled News,,1953.0,1980.0
sim_air-engineering,Air Engineering,,1959.0,1969.0
sim_air-force-comptroller,Air Force Comptroller,,1967.0,2004.0
sim_air-force-engineering-services-quarterly,Air Force Engineering & Services Quarterly,,1972.0,1986.0
sim_air-force-law-review,The Air Force Law Review,1981; 1983; 1986; 1993; 1995; 2003; ,1959.0,2009.0
sim_air-force-magazine,Air Force Magazine,,1926.0,2015.0
sim_air-force-research-review,Air Force Research Review,,1962.0,1971.0
sim_air-force-times,Air Force Times,,1965.0,2014.0
sim_air-line-pilot,Air Line Pilot,,1932.0,2014.0
sim_air-pollution-titles,Air Pollution Titles,1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; ,1967.0,1991.0
sim_air-power-history,Air Power History,,1954.0,2014.0
sim_air-progress,Air Progress,,1965.0,1981.0
sim_air-space-power-journal,Air & Space Power Journal,,1987.0,2013.0
sim_air-space-smithsonian,Air & Space Smithsonian,,1986.0,9999.0
sim_air-transport-world,Air Transport World,,1975.0,2015.0
sim_air-university-review,Air University Review,,1947.0,1986.0
sim_air-water-pollution-report,Air/Water Pollution Report,,1963.0,1995.0
sim_aircraft-engineering-and-aerospace-technology,Aircraft Engineering and Aerospace Technology,,2004.0,2004.0
sim_airfinance-journal,Airfinance Journal,,1991.0,2011.0
sim_airline-business,Airline Business,,2006.0,2006.0
sim_airline-executive-international,Airline Executive International,,1983.0,1991.0
sim_airline-management-and-marketing-including-american-aviation,Airline Management and Marketing Including American Aviation,,1969.0,1972.0
sim_airman,Airman,,1957.0,2011.0
sim_airports-international,Airports International,,,
sim_aise-steel-technology,AISE Steel Technology,,1924.0,2003.0
sim_ajr-american-journal-of-roentgenology,"AJR, American Journal of Roentgenology",,1906.0,2015.0
sim_akc-gazette,AKC Gazette,1974; ,1972.0,2015.0
sim_akron-business-and-economic-review,Akron Business and Economic Review,,1970.0,1991.0
sim_aktuelle-dermatologie,Aktuelle Dermatologie,,1975.0,1976.0
sim_aktuelle-gerontologie,Aktuelle Gerontologie,,1975.0,1976.0
sim_aktuelle-neurologie,Aktuelle Neurologie,,1976.0,1977.0
sim_aktuelle-traumatologie,Aktuelle Traumatologie,,1975.0,1976.0
sim_aktuelle-urologie,Aktuelle Urologie,,1975.0,1977.0
sim_akustische-zeitschrift,Akustische Zeitschrift,,1936.0,1944.0
sim_akwesasne-notes,Akwesasne Notes,1992; 1993; 1994; ,1969.0,1996.0
sim_al-giblah,Al-Giblah,,,
sim_al-ittihad,Al-Ittihad,,1972.0,1976.0
sim_ala-rtsd-newsletter,"American Library Association, Resources and Technical Services Division: RTSD Newsletter",,1979.0,1989.0
sim_alabama-librarian,Alabama Librarian,,1949.0,1998.0
sim_alabama-review,Alabama Review,,1989.0,2001.0
sim_alabama-supreme-court-reports,Alabama. Supreme Court. Reports,,1820.0,1886.0
sim_alarm-signal,Alarm Signal,,1976.0,1983.0
sim_alaska,Alaska,,1992.0,2009.0
sim_alaska-business-and-industry,Alaska Business and Industry,,1969.0,1984.0
sim_alaska-business-monthly,Alaska Business Monthly,,1985.0,2001.0
sim_alaska-conservation-review,Alaska Conservation Review,,1960.0,1979.0
sim_alaska-medicine,Alaska Medicine,2011; ,1959.0,2014.0
sim_alaska-review,Alaska Review,,1963.0,1972.0
sim_albany-bouquet-and-literary-spectator,Albany Bouquet and Literary Spectator,,1835.0,1835.0
sim_albany-law-journal,Albany Law Journal,,1870.0,1908.0
sim_albany-law-review,Albany Law Review,2008; ,1980.0,2010.0
sim_albany-review,The Albany Review,,1903.0,1908.0
sim_albemarle-a-monthly-review,"Albemarle, a Monthly Review",1999; 2008; ,1892.0,1892.0
sim_alberta-history,Alberta History,,1953.0,2015.0
sim_alberta-law-review,Alberta Law Review,1989; ,1955.0,2010.0
sim_alberta-modern-language-journal,Alberta Modern Language Journal,1988; 1989; ,1977.0,1991.0
sim_albion,Albion,,1983.0,2004.0
sim_albion-a-journal-of-news-politics-and-literature,"Albion, a Journal of News, Politics, and Literature",,1822.0,1876.0
sim_alcatel-telecommunications-review,Alcatel Telecommunications Review,,1922.0,2002.0
sim_alcheringa-ethnopoetics,Alcheringa; Ethnopoetics,,1975.0,1980.0
sim_alcohol,Alcohol,,1986.0,2012.0
sim_alcohol-and-alcoholism,Alcohol and Alcoholism : International Journal of the Medical Council on Alcoholism,,1995.0,2004.0
sim_alcohol-and-drug-research,Alcohol and Drug Research,,1980.0,1987.0
sim_alcohol-research,Alcohol Research,2005; ,1973.0,2014.0
sim_alcoholism,Alcoholism,,1998.0,2000.0
sim_alcoholism-and-psychiatry-research,Alcoholism and Psychiatry Research,,1973.0,2015.0
sim_alcoholism-treatment-quarterly,Alcoholism Treatment Quarterly,,1984.0,2006.0
sim_alcts-newsletter,ALCTS Newsletter,,1990.0,1998.0
sim_aldine-the-art-journal-of-america,The Aldine: The Art Journal of America,,1870.0,1879.0
sim_alert,Alert,,1992.0,2003.0
sim_alethian-critic-or-error-exposed,"Alethian Critic, or Error Exposed",,1804.0,1806.0
sim_alexanders-magazine,Alexander's Magazine,,1905.0,1909.0
sim_alfred-hitchcocks-mystery-magazine,Alfred Hitchcock's Mystery Magazine,1981; 1982; 1983; 1984; 1985; 1987; 1988; ,1978.0,2015.0
sim_algebra-and-logic,Algebra and Logic,1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989; 1990; 1991; 1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003; 2004; 2005; ,1968.0,2006.0
sim_ali-aba-business-law-course-materials-journal,ALI-ABA Business Law Course Materials Journal,,1980.0,2010.0
sim_alimda-transactions,Association of Life Insurance Medical Directors of America: Annual Meeting Transactions,1974; 1975; ,1889.0,1978.0
sim_alimentary-pharmacology-and-therapeutics,Alimentary Pharmacology and Therapeutics,1997; 1998; 1999; 2000; ,1987.0,2004.0
sim_alive,Alive,1975; ,1969.0,1980.0
sim_alkoholdebatt,Alkoholdebatt,,1975.0,1977.0
sim_all-hands,All Hands,,1952.0,2008.0
sim_all-the-year-round,All the Year Round,,1859.0,1895.0
sim_allen-memorial-art-museum-bulletin,"Allen Memorial Art Museum. Bulletin - Allen Memorial Art Museum, Oberlin College",,1944.0,1996.0
sim_allergy-information-associatergy-information-association,Allergy Information Association. Newsletter - Allergy Information Association,,1973.0,1974.0
sim_alliance-life,Alliance Life,1974; ,1973.0,2015.0
sim_allis-chalmers-engineering-review,Allis-Chalmers Engineering Review,,1936.0,1976.0
sim_almoner-a-periodical-religious-publication,"Almoner, a Periodical Religious Publication",,1814.0,1815.0
sim_alta-frequenza,Alta Frequenza,1981; ,1976.0,1982.0
sim_alternative-futures,Alternative Futures,,1978.0,1981.0
sim_alternative-therapies-in-health-and-medicine,Alternative Therapies in Health and Medicine,,2001.0,2004.0
sim_alternatives,Alternatives,,1979.0,2008.0
sim_alternatives-journal,Alternatives Journal,1994; ,1971.0,2008.0
sim_alternatives-oberlin-political-caucus,Alternatives,,1976.0,1977.0
sim_amaranth-a-semi-monthly-publication,"Amaranth. A Semi-Monthly Publication Devoted to Polite Literature, Science, Poetry and Amusement",1974; 1979; ,1847.0,1847.0
sim_amaranth-or-masonic-garland,Amaranth; Or Masonic Garland,,1828.0,1829.0
sim_amaranth-or-token-of-remembrance,"Amaranth, or Token of Remembrance",,1847.0,1855.0
sim_amateur-athletic-union-of-the-united-states-info-aau,Amateur Athletic Union of the United States. Info AAU,,1973.0,1992.0
sim_amateur-cine-world,Amateur Cine World,1964; ,1950.0,1966.0
sim_amateur-photographer,Amateur Photographer,,1985.0,1990.0
sim_amateur-stage,Amateur Stage,,,
sim_amateur-work-a-monthly-magazine,Amateur Work; A Monthly Magazine of the Useful Arts and Sciences,,1901.0,1907.0
sim_amazon-quarterly,Amazon Quarterly,,1972.0,1975.0
sim_amber-waves,Amber Waves,,2003.0,2008.0
sim_ambio,Ambio,,1972.0,1991.0
sim_ambit,Ambit,1982; 1983; 1984; 1985; 1986; 1987; 1988; ,1972.0,1995.0
sim_amc-journal,AMC Journal,,1915.0,1994.0
sim_ame-church-review,The A.M.E. Church Review,,1968.0,2012.0
sim_amerasia-journal,Amerasia Journal,1987; ,1973.0,2015.0
sim_america,America,,1909.0,2016.0
sim_america-work,America @ Work,,1996.0,2005.0
sim_american-a-magazine-of-ideas,The American: A Magazine of Ideas,,2007.0,2008.0
sim_american-a-national-journal,American: A National Journal,,1880.0,1900.0
sim_american-academy-of-arts-and-sciences-boston-memoirs,"American Academy of Arts and Sciences, Boston. Memoirs of the American Academy of Arts and Sciences",1819; 1820; 1821; 1822; 1823; 1824; 1825; 1826; 1827; 1828; 1829; 1830; 1831; 1832; 1851; 1852; 1853; 1854; ,1785.0,1902.0
sim_american-academy-of-arts-and-sciences-bulletin,American Academy of Arts and Sciences Bulletin,1982; 1983; 1984; 1985; 1986; 1987; 1988; ,1977.0,1990.0
sim_american-academy-of-dental-science-transactions,American Academy of Dental Science. Transactions,,1889.0,1900.0
sim_american-academy-of-dermatology-journal,Journal of the American Academy of Dermatology,,1979.0,2014.0
sim_american-academy-of-orthopaedic-surgeons-bulletin,The American Academy of Orthopaedic Surgeons Bulletin,,1966.0,1973.0
sim_american-academy-of-religion-journal,American Academy of Religion. Journal of the American Academy of Religion,,1933.0,2080.0
sim_american-agent-broker,American Agent & Broker,,1980.0,2002.0
sim_american-agriculturist,American Agriculturist,1928; 1929; 1930; 1931; 1932; 1933; 1934; 1935; 1936; 1937; 1938; 1939; 1940; 1941; 1942; 1943; 1944; 1945; 1946; 1947; 1948; 1949; 1950; 1951; 1952; 1953; 1954; 1955; 1956; 1957; 1958; 1959; 1960; 1961; 1962; 1963; 1964; ,1842.0,2013.0
sim_american-aircraft-modeler,American Aircraft Modeler,,1973.0,1975.0
sim_american-almanac-and-repository-of-useful-knowledge,American Almanac and Repository of Useful Knowledge,,1830.0,1861.0
sim_american-almanac-and-treasury-of-facts,"American Almanac and Treasury of Facts, Statistical, Financial, and Political",,1878.0,1889.0
sim_american-alpine-journal,American Alpine Journal,,1929.0,1996.0
sim_american-annals-of-education,American Annals of Education,,1826.0,1839.0
sim_american-annals-of-the-deaf,American Annals of the Deaf,,1847.0,2014.0
sim_american-annual-register,American Annual Register,,1825.0,1833.0
sim_american-anthropologist,American Anthropologist,,1888.0,2016.0
sim_american-anti-slavery-reporter,American Anti-Slavery Reporter,,1834.0,1834.0
sim_american-antiquarian-and-oriental-journal,The American Antiquarian and Oriental Journal,,1878.0,1914.0
sim_american-antiquarian-society-almanac-aas-newsletter,American Antiquarian Society. Almanac : AAS Newsletter,1975; 1976; 1977; 1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1992; 1993; 1994; 1995; 1996; 1997; ,1968.0,2000.0
sim_american-antiquarian-society-proceedings,American Antiquarian Society. Proceedings of the American Antiquarian Society,,1880.0,2008.0
sim_american-antiquity,American Antiquity,,1935.0,2015.0
sim_american-apollo,American Apollo,,1792.0,1792.0
sim_american-arab-affairs,American-Arab Affairs,,1984.0,1990.0
sim_american-archaeologist,The American Archaeologist,,1897.0,1899.0
sim_american-architect-and-architecture,American Architect and Architecture,,1876.0,1938.0
sim_american-archives-of-rehabilitation-therapy,American Archives of Rehabilitation Therapy,,1953.0,1987.0
sim_american-archivist,The American Archivist,,1987.0,2015.0
sim_american-art,American Art,,1987.0,1995.0
sim_american-art-journal,American Art Journal,,1969.0,2003.0
sim_american-art-review,American Art Review,,1879.0,1881.0
sim_american-artisan-the-warm-heating-and-sheet-metal,American Artisan : The Warm Heating and Sheet Metal Journal,1925; ,1900.0,1970.0
sim_american-artist,American Artist,,1937.0,2012.0
sim_american-assembly-of-collegiate-schools-of-Business,American Assembly of Collegiate Schools of Business. AACSB Bulletin,,1973.0,
sim_american-assoc-teachers-slavic-and-east-euro-languages,American Association of Teachers of Slavic and East European Languages. AATSEEL's Newsletter,,1973.0,1974.0
sim_american-association-for-higher-education-aahe-bulletin,American Association for Higher Education. AAHE Bulletin,,1972.0,2002.0
sim_american-association-for-the-advancement-of-science,American Association for the Advancement of Science. Bulletin - American Association for the Advancement of Science,,1942.0,1974.0
sim_american-association-of-cereal-chemists-journal,American Association of Cereal Chemists. Journal of the American Association of Cereal Chemists,,1915.0,1923.0
sim_american-association-of-equine-practitioners-proceedings,American Association of Equine Practitioners: Proceedings,,1956.0,1996.0
sim_american-association-of-petroleum-geologists-aapg,American Association of Petroleum Geologists. AAPG Bulletin,,1917.0,2015.0
sim_american-astrology,American Astrology,,1933.0,1934.0
sim_american-athenaeum-a-repository-of-belles-lettres,"American Athenaeum, a Repository of Belles Lettres, Science and the Arts",,1825.0,1826.0
sim_american-aviation,American Aviation,,1963.0,1969.0
sim_american-baby,American Baby,,1940.0,9999.0
sim_american-baker,The American Baker,,1950.0,1960.0
sim_american-banker-magazine,American Banker Magazine,,1974.0,2014.0
sim_american-bankers-association-aba-banking-journal,American Bankers Association. ABA Banking Journal,,1908.0,2017.0
sim_american-bankruptcy-law-journal,The American Bankruptcy Law Journal,,1972.0,2008.0
sim_american-baptist-quarterly,American Baptist Quarterly,,1985.0,2014.0
sim_american-baptists-in-mission,American Baptists in Mission,,1910.0,2004.0
sim_american-bar-foundation-research-reporter,American Bar Foundation Research Reporter,,1979.0,1983.0
sim_american-bar-news,American Bar News,,1975.0,1976.0
sim_american-bee-journal,American Bee Journal,,1861.0,2015.0
sim_american-beef-producer,American Beef Producer,,1919.0,1972.0
sim_american-behavioral-scientist,The American Behavioral Scientist,,1957.0,2016.0
sim_american-benedictine-review,American Benedictine Review,,1950.0,2015.0
sim_american-bibliopolist,American Bibliopolist,,1869.0,1877.0
sim_american-biology-teacher,The American Biology Teacher,,1938.0,2016.0
sim_american-book-publishing-record,American Book Publishing Record,,1960.0,1999.0
sim_american-builder,American Builder,,1905.0,1969.0
sim_american-bulletin-of-international-licensing-and-joint-venture-opportunities,American Bulletin of International Licensing and Joint Venture Opportunities,,,
sim_american-business,American Business,,1933.0,1960.0
sim_american-business-law-journal,American Business Law Journal,,1963.0,2015.0
sim_american-catholic-historical-researches,The American Catholic Historical Researches,,1884.0,1912.0
sim_american-catholic-philosophical-quarterly,American Catholic Philosophical Quarterly,,1927.0,2015.0
sim_american-catholic-quarterly-review,American Catholic Quarterly Review,,1876.0,1924.0
sim_american-ceramic-society-bulletin,American Ceramic Society. American Ceramic Society Bulletin,,1933.0,2013.0
sim_american-ceramic-society-journal,American Ceramic Society. Journal of the American Ceramic Society,,1918.0,2013.0
sim_american-chemical-society-journal,American Chemical Society. Journal of the American Chemical Society,,1879.0,1906.0
sim_american-childhood,American Childhood,,1916.0,1958.0
sim_american-chiropractic-association-the-aca-journal,American Chiropractic Association. The ACA Journal of Chiropractic,,1975.0,2004.0
sim_american-church-monthly,American Church Monthly,,1857.0,1858.0
sim_american-cinematographer,American Cinematographer,,1921.0,2015.0
sim_american-city-county,The American City & County,,1909.0,2016.0
sim_american-coin-op,American Coin-Op,1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989; 1990; 1991; 1992; 1993; 1994; 1995; 1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003; 2004; ,1960.0,2005.0
sim_american-college-of-surgeons-bulletin,Bulletin of the American College of Surgeons,,1979.0,2010.0
sim_american-college-of-surgeons-surgical-forum,American College of Surgeons. Surgical Forum,,1979.0,2001.0
sim_american-conference-of-academic-deans-proceedings,American Conference of Academic Deans. Proceedings,,1945.0,1978.0
sim_american-congregational-association-library-bulletin,American Congregational Association. Library. Bulletin of the Congregational Library,,1991.0,1996.0
sim_american-craft,American Craft,,1942.0,2017.0
sim_american-crafts-council-acc-outlook,American Crafts Council. ACC Outlook,,1975.0,1976.0
sim_american-criminal-law-review,The American Criminal Law Review,,1962.0,2012.0
sim_american-critic-and-general-review,American Critic and General Review,,1820.0,1820.0
sim_american-cultivator,American Cultivator,,,1915.0
sim_american-dairy-review,American Dairy Review,,1939.0,1981.0
